Model,Price,Brand,Mileage,Year,Fuel
Civic   VTi Oriel Prosmatec 1.6,16950000,Honda,167000,2002,Petrol
F 150   Raptor 5.0L,10900000,Ford,75000,2014,Petrol
Prado   TX Limited 3.0D,5950000,Toyota,107000,2005,Diesel
Wagon R   VXR,2890000,Suzuki,15000,2022,Petrol
Corolla,1970000,Toyota,100000,2008,Petrol
City 6th Generation  1.5L CVT,5350000,Honda,80,2022,Petrol
Alto   VXL AGS,29650000,Suzuki,10500,2022,Petrol
Hilux   Revo V Automatic 3.0,890000,Toyota,92000,2017,Diesel
Corolla   GLi Automatic 1.3 VVTi,420000,Toyota,85000,2017,Petrol
Civic   EXi Prosmatec,130000,Honda,200000,2006,Petrol
Civic   Oriel 1.8 i-VTEC CVT,4950000,Honda,51000,2017,Petrol
Mehran   VXR,550000,Suzuki,150000,2005,Petrol
Mehran   VXR Euro II (CNG),12250000,Suzuki,41000,2017,Petrol
Land Cruiser 80 Series  VX 4.2D,430000,Toyota,999999,1993,Diesel
Corolla   GLi 1.3 VVTi,460000,Toyota,55000,2019,Petrol
Alsvin   1.5L DCT Lumiere,430000,Changan,38000,2021,Petrol
City 5th Generation  1.3 i-VTEC,370000,Honda,150000,2018,Petrol
Liana   LXi Sport,1050000,Suzuki,198000,2006,Petrol
Cultus   EURO II,1620000,Suzuki,98000,2014,Petrol
Corolla 9th Generation  2.0D Saloon,230000,Toyota,375000,2006,Diesel
City 6th Generation  1.2L M/T,4250000,Honda,70000,2021,Petrol
Aqua   S,380000,Toyota,105000,2015,Hybrid
Cultus   VXR,6550000,Suzuki,20944,2005,Petrol
Vitz   F Limited 1.0,240000,Toyota,70000,2011,Petrol
Civic   VTi Oriel Prosmatec 1.8 i-VTEC,1690000,Honda,200000,2006,Petrol
Civic Reborn  VTi Oriel Prosmatec 1.8 i-VTEC,1950000,Honda,123000,2008,Petrol
Land Cruiser   AX G Selection,42500000,Toyota,21000,2018,Petrol
Mira   X,34750000,Daihatsu,69000,2019,Petrol
Mira   G SA III,3860000,Daihatsu,21000,2019,Petrol
Wagon R   AGS,3150000,Suzuki,11000,2021,Petrol
Cultus   EURO II,1150000,Suzuki,60000,2013,Petrol
Civic   Oriel 1.8 i-VTEC CVT,570000,Honda,120000,2019,Petrol
Vezel   Hybrid Z,680000,Honda,66500,2016,Hybrid
Civic   Oriel 1.8 i-VTEC CVT,550000,Honda,103000,2018,Petrol
Insight   EX Black Style,100000,Honda,44000,2019,Hybrid
Alto,1870000,Suzuki,112600,2012,Petrol
Alto   VXR,220000,Suzuki,20000,2020,Petrol
Aqua   S,4070000,Toyota,99900,2015,Hybrid
Cultus   EURO II,1410000,Suzuki,25000,2014,Petrol
Civic   Oriel 1.8 i-VTEC CVT,6450000,Honda,32155,2020,Petrol
C-HR   S,1350000,Toyota,500,2018,Hybrid
Santro   Exec,10250000,Hyundai,155000,2005,Petrol
Corolla   Altis 1.6 X CVT-i,64950000,Toyota,6000,2022,Petrol
Liana   LXi Sport,1050000,Suzuki,135000,2007,Petrol
City   Aspire Prosmatec 1.3 i-VTEC,36750000,Honda,110000,2017,Petrol
Corolla   XLi VVTi,3350000,Toyota,86000,2015,Petrol
Wagon R   VXL,17950000,Suzuki,136000,2015,Petrol
Alto   VXR,2550000,Suzuki,14500,2022,Petrol
City 6th Generation  1.5L ASPIRE CVT,550000,Honda,7650,2022,Petrol
Prius   G Touring Selection Leather Package 1.5,29250000,Toyota,130000,2007,Petrol
Civic   Oriel 1.8 i-VTEC CVT,4850000,Honda,47000,2017,Petrol
Hilux   SR5,4650000,Toyota,300000,2006,Diesel
City 5th Generation  1.5 i-VTEC Prosmatec,410000,Honda,14000,2018,Petrol
Sonata   2.5,10500000,Hyundai,18000,2021,Petrol
Corolla   Altis X Automatic 1.6 Special Edition,6150000,Toyota,30000,2022,Petrol
Corolla   Altis Automatic 1.6,48250000,Toyota,93000,2019,Petrol
H6   HEV,13300000,Haval,16,2023,Hybrid
HR-V   VTi-S,79490000,Honda,160,2023,Petrol
Pixis Van,2350000,Toyota,143000,2017,Petrol
Hilux   Revo V Automatic 2.8,1200000,Toyota,30000,2021,Diesel
Liana   RXi,9750000,Suzuki,79000,2006,Petrol
Margalla   GL,450000,Suzuki,150000,1998,Petrol
Corolla   Altis X Manual 1.6,5650000,Toyota,30000,2022,Petrol
Corolla Fielder   X,5240000,Toyota,14000,2017,Petrol
Mehran   VX,850000,Suzuki,100000,2010,Petrol
Mehran   VX,780000,Suzuki,94500,2010,Petrol
Vitz   F Safety 1.0,3820000,Toyota,78000,2017,Petrol
Civic   EXi Automatic,1150000,Honda,272900,1999,Petrol
Cultus   EURO II,1450000,Suzuki,12345,2017,Petrol
Corolla   XLi VVTi,1950000,Toyota,190610,2010,Petrol
Lancer,1410000,Mitsubishi,99999,2006,Petrol
Benz C Class   C180,22500000,Mercedes,10000,2019,Petrol
Civic   EXi,1180000,Honda,245000,2000,Petrol
Corolla   XLi VVTi,21350000,Toyota,155100,2009,Petrol
Corolla   Altis Grande X CVT-i 1.8 Black Interior,690000,Toyota,35000,2021,Petrol
Tucson   AWD A/T Ultimate,86750000,Hyundai,37500,2022,Petrol
Sportage   AWD,7750000,KIA,44500,2021,Petrol
Alto   VX,2350000,Suzuki,18500,2022,Petrol
City   Aspire 1.3 i-VTEC,31250000,Honda,152000,2015,Petrol
Civic Eagle Eye  EXi,13750000,Honda,999999,2005,Petrol
Benz C Class   C240,1350000,Mercedes,123456,1995,Petrol
HR-V   VTi-S,7650000,Honda,16000,2022,Petrol
Yaris   ATIV CVT 1.3,480000,Toyota,7000,2022,Petrol
Ek Wagon   M e-Assist,3390000,Mitsubishi,22500,2019,Petrol
Civic   1.5 VTEC Turbo Oriel,86750000,Honda,7000,2022,Petrol
Corolla   Altis Automatic 1.6,400000,Toyota,74900,2017,Petrol
Benz C Class,400000,Mercedes,85000,2005,Petrol
Taycan,59500000,Porsche,5000,2021,Electric
Benz EQS   450 4MATIC,67500000,Mercedes,1,2022,Electric
Benz GLB Class   GLB 200 7-seater,2400000,Mercedes,17000,2021,Petrol
Taycan   Turbo,800000,Porsche,1,2023,Electric
Passo   X S,3450000,Toyota,67000,2017,Petrol
City   1.3 i-VTEC,3950000,Honda,40000,2021,Petrol
Corolla   Altis Grande X CVT-i 1.8 Black Interior,74750000,Toyota,15000,2022,Petrol
Cultus   VXRi (CNG),1350000,Suzuki,123456,2010,Petrol
Charade,4850000,Daihatsu,22333,1988,Petrol
HS   1.5 Turbo,6890000,MG,24000,2021,Petrol
Civic,1340000,Honda,263000,1999,Petrol
Cuore   CL Eco,1070000,Daihatsu,25439,2010,Petrol
Yaris   ATIV CVT 1.3,4750000,Toyota,7000,2022,Petrol
Cultus   Auto Gear Shift,3450000,Suzuki,50100,2021,Petrol
Corolla,1330000,Toyota,123456,1995,CNG
Platz   F 1.0,1320000,Toyota,12345,2002,Petrol
City   EXi,1080000,Honda,125000,2002,Petrol
Move   X Limited,2250000,Daihatsu,135000,2014,Petrol
Wagon R   Stingray T,240000,Suzuki,40000,2014,Petrol
Alto   VXR (CNG),8750000,Suzuki,50000,2007,Petrol
Cuore   CX Automatic,90000,Daihatsu,55000,2005,Petrol
Mehran   VXR,460000,Suzuki,85000,2006,Petrol
City 5th Generation  1.3 i-VTEC,2850000,Honda,95000,2016,Petrol
Sportage   AWD,7250000,KIA,38000,2020,Petrol
Sportage   AWD,7380000,KIA,68000,2020,Petrol
Corolla   Altis Grande CVT-i 1.8,470000,Toyota,134000,2016,Petrol
Mira   G SA III,3790000,Daihatsu,20000,2021,Petrol
Prado   TX L Package 2.7,3300000,Toyota,24000,2019,Petrol
City   1.3 i-VTEC Prosmatec,3750000,Honda,110000,2018,Petrol
Corolla   Altis Grande CVT-i 1.8,5350000,Toyota,60000,2017,Petrol
Baleno   JXR,1080000,Suzuki,135000,2005,Petrol
Fortuner   2.8 Sigma 4,1400000,Toyota,60000,2019,Diesel
Fortuner   2.8 Sigma 4,13700000,Toyota,43000,2018,Diesel
Civic   1.5 RS Turbo,6650000,Honda,53000,2019,Petrol
Elantra   GLS,620000,Hyundai,47000,2021,Petrol
Cultus   VXLi,8590000,Suzuki,123456,2008,Petrol
Yaris   GLI CVT 1.3,420000,Toyota,12937,2021,Petrol
Corolla Fielder   Hybrid,410000,Toyota,110000,2014,Hybrid
Corolla   GLi Automatic 1.3 VVTi,390000,Toyota,120000,2017,Petrol
Mehran   VX (CNG),530000,Suzuki,238000,2005,Petrol
HS   Essence,8250000,MG,33,2023,Petrol
Picanto   1.0 AT,320000,KIA,7000,2023,Petrol
Corolla   GLi 1.3 VVTi Special Edition,3490000,Toyota,69258,2017,Petrol
Passo   X G Package,3550000,Toyota,74000,2018,Petrol
Prado 90 Series  TZ 3.0D,4050000,Toyota,190000,1997,Diesel
Camry XV50  Hybrid,870000,Toyota,195666,2014,Petrol
Hilux   Revo V Automatic 2.8,11900000,Toyota,66000,2021,Diesel
Grace Hybrid 6th Generation  LX,430000,Honda,113000,2015,Petrol
Civic 11th Generation  RS,10700000,Honda,1650,2023,Petrol
Land Cruiser   VX Limited 4.2D,420000,Toyota,250000,1996,Diesel
Civic Rebirth  VTi Oriel Prosmatec 1.8 i-VTEC,4250000,Honda,89000,2016,Petrol
City 5th Generation  1.5 i-VTEC Prosmatec,4050000,Honda,44000,2019,Petrol
Hilux   Revo GR-S,17200000,Toyota,45,2023,Diesel
Cultus   VXR,870000,Suzuki,55555,2007,CNG
Dayz,2650000,Nissan,75000,2017,Petrol
Civic Reborn  VTi Oriel 1.8 i-VTEC,24750000,Honda,150000,2008,Petrol
M38,850000,Willys,123456,1968,Diesel
Cultus   VXRi,850000,Suzuki,99999,2007,Petrol
Mehran   VXR Euro II,10250000,Suzuki,82000,2015,Petrol
Mehran   VX Euro II,970000,Suzuki,50000,2012,Petrol
Swift   XL 1.2,320000,Suzuki,60000,2010,Petrol
BR-V   i-VTEC S,570000,Honda,8000,2022,Petrol
Civic   1.8 i-VTEC CVT,6050000,Honda,40000,2021,Petrol
Prius   S 1.5,340000,Toyota,108000,2011,Petrol
Sonata   2.5,11100000,Hyundai,26000,2022,Petrol
Civic 11th Generation  RS,9950000,Honda,2900,2022,Petrol
Jimny,270000,Suzuki,65000,2013,Petrol
Mira   X SA lll,3350000,Daihatsu,61000,2018,Petrol
Sonata   2.0,10300000,Hyundai,11000,2023,Petrol
Corolla   Altis Grande CVT-i 1.8,610000,Toyota,30000,2020,Petrol
Fortuner   2.8 Sigma 4,15200000,Toyota,38000,2021,Diesel
Civic 11th Generation  Oriel,8380000,Honda,16000,2022,Petrol
City   i-VTEC,2350000,Honda,192000,2010,Petrol
Corolla   Altis Grande X CVT-i 1.8 Beige Interior,710000,Toyota,18908,2021,Petrol
City 5th Generation  1.3 i-VTEC,230000,Honda,74000,2012,Petrol
Aqua   G,570000,Toyota,106439,2018,Hybrid
Alto Lapin,280000,Suzuki,57349,2016,Petrol
Ravi   Euro II,850000,Suzuki,111111,2015,Petrol
Alto   VXL AGS,25750000,Suzuki,78000,2020,Petrol
Juke   15RX Premium Personalize Package,2860000,Nissan,110000,2010,Petrol
Corolla   Altis Automatic 1.6,510000,Toyota,41000,2020,Petrol
Mira   X SA lll,3660000,Daihatsu,78000,2020,Petrol
Tucson   AWD A/T Ultimate,8250000,Hyundai,30000,2021,Petrol
Corolla,15450000,Toyota,79000,2001,Petrol
Vitz   F 1.0,34750000,Toyota,49000,2016,Petrol
Land Cruiser   AX G Selection,40500000,Toyota,54000,2017,Petrol
Civic   VTi Prosmatec 1.8 i-VTEC,38950000,Honda,110000,2016,Petrol
Tucson   AWD A/T Ultimate,840000,Hyundai,23000,2021,Petrol
Corolla   GLi Automatic 1.6 VVTi,2650000,Toyota,78000,2012,Petrol
Corolla   GL Saloon,840000,Toyota,11111,1986,Petrol
Mehran   VX Euro II,750000,Suzuki,68598,2012,Petrol
Bolan,810000,Suzuki,555555,2011,Petrol
Alto   VXL AGS,2850000,Suzuki,8521,2022,Petrol
Cultus   VXR,830000,Suzuki,123456,2007,Petrol
Corolla   Altis Grande CVT-i 1.8,590000,Toyota,40155,2018,Petrol
Vitz,2260000,Toyota,100500,2012,Petrol
Mehran   VXR,750000,Suzuki,120000,2006,Petrol
Alto   VXR,950000,Suzuki,195050,2012,Petrol
Prado 90 Series  TX 3.0D,900000,Toyota,85000,2002,Diesel
Mark II   Grande 2.0,260000,Toyota,175000,2003,Petrol
A5   1.8 TFSI,650000,Audi,85200,2008,Petrol
Move   X,3470000,Daihatsu,54000,2020,Petrol
Prius   PHV GR Sport,11500000,Toyota,25000,2018,Hybrid
Corolla   Altis 1.6 X CVT-i Special Edition,7540000,Toyota,50,2023,Petrol
Corolla   Altis Grande X CVT-i 1.8 Beige Interior,7850000,Toyota,50,2023,Petrol
Dayz   Highway star S hybrid X pro pilot,350000,Nissan,65741,2019,Hybrid
Land Cruiser   ZX Gasoline 3.5L,102500000,Toyota,650,2023,Petrol
Mira   L,35250000,Daihatsu,40727,2020,Petrol
Mira   X SA lll,36250000,Daihatsu,19237,2021,Petrol
Glory 580   Pro,560000,DFSK,58000,2021,Petrol
City 5th Generation  1.5 i-VTEC Prosmatec,36750000,Honda,34000,2018,Petrol
Mehran   VXR Euro II,1280000,Suzuki,40000,2018,Petrol
Sportage   AWD,790000,KIA,22215,2020,Petrol
Civic   VTi 1.8 i-VTEC,2950000,Honda,106000,2014,Petrol
Yaris   ATIV MT 1.3,410000,Toyota,29930,2021,Petrol
Corolla   SE,7850000,Toyota,123456,1988,Petrol
Optra   1.6 Automatic,1250000,Chevrolet,161000,2005,Petrol
Cultus   VXRi (CNG),1150000,Suzuki,150000,2010,Petrol
Karvaan   Base Model 1.0,20750000,Changan,70000,2020,Petrol
Grace Hybrid   DX,3850000,Honda,93000,2015,Petrol
Corolla 9th Generation  XLi,140000,Toyota,100000,2005,Petrol
Corolla   SE Saloon,750000,Toyota,123456,1987,Petrol
Corolla   GLi 1.3 VVTi,3550000,Toyota,105000,2016,Petrol
Alto   VX,2350000,Suzuki,9300,2021,Petrol
Cultus   VXL,3950000,Suzuki,11000,2022,Petrol
Cultus   VXRi,740000,Suzuki,1234,2008,Petrol
Corolla   G,22950000,Toyota,98000,2003,Petrol
Corolla   Altis X Automatic 1.6,5650000,Toyota,21000,2022,Petrol
Civic   VTi Prosmatec 1.8 i-VTEC,23950000,Honda,209000,2012,Petrol
Land Cruiser   AX G Selection,42500000,Toyota,7126,2017,Petrol
N Box,2250000,Honda,85000,2013,Petrol
X1   SE,800000,BMW,55000,2017,Petrol
Civic   Oriel 1.8 i-VTEC CVT,540000,Honda,59000,2018,Petrol
Corolla   XLi VVTi,1550000,Toyota,123,2008,Petrol
Stonic,520000,KIA,8450,2021,Petrol
Civic 11th Generation  Oriel,880000,Honda,14000,2022,Petrol
Corolla Fielder   X G Edition,500000,Toyota,86000,2011,Petrol
HR-V   VTi-S,790000,Honda,4000,2022,Petrol
Corolla   GLi 1.3 VVTi,230000,Toyota,138000,2013,Petrol
Corolla   GLi 1.3 VVTi,3690000,Toyota,78000,2017,Petrol
Baleno   GL,720000,Suzuki,2222,1999,Petrol
Mehran   VXR,690000,Suzuki,123456,2006,Petrol
Clipper   E Aero Version,110000,Nissan,104000,2010,Petrol
Mehran   VX (CNG),680000,Suzuki,11111,2007,Petrol
Swift   DLX Automatic 1.3 Navigation,26750000,Suzuki,44000,2019,Petrol
Mehran   VX,650000,Suzuki,123456,2007,Petrol
Alto   VXR,6350000,Suzuki,12345,2009,Petrol
City   i-DSI,1280000,Honda,250000,2005,Petrol
QQ   0.8 Comfortable,620000,Chery,11111,2006,Petrol
Kei   A,15850000,Suzuki,137000,2007,Petrol
Corolla   Altis Grande X CVT-i 1.8 Beige Interior,73250000,Toyota,8638,2022,Petrol
Mehran   VX,5850000,Suzuki,123456,2003,Petrol
Corolla Indus  XE,1250000,Toyota,123456,2000,Petrol
Mehran   VX Euro II,150000,Suzuki,16800,2017,Petrol
Land Cruiser 80 Series  VX Limited 4.5,420000,Toyota,100000,1995,Petrol
Corolla   GLi Automatic 1.3 VVTi,410000,Toyota,70000,2016,Petrol
Corolla Indus  2.0D,1250000,Toyota,123456,1999,Diesel
Cultus   VXR,60000,Suzuki,98000,2001,Petrol
Civic   Oriel 1.8 i-VTEC CVT,710000,Honda,32000,2021,Petrol
Sportage   AWD,7850000,KIA,28500,2021,Petrol
I   S,12650000,Mitsubishi,180000,2006,Petrol
AD Van,10650000,Nissan,150000,2006,Petrol
Vezel   Hybrid Z,4450000,Honda,68000,2015,Hybrid
Elantra   GL,6550000,Hyundai,1200,2023,Petrol
Mira   X Memorial Edition,3250000,Daihatsu,45000,2017,Petrol
Corolla   Altis Automatic 1.6,520000,Toyota,90000,2020,Petrol
Civic   Oriel 1.8 i-VTEC CVT,540000,Honda,68000,2017,Petrol
Jimny,400000,Suzuki,90000,2014,Petrol
Vezel   Hybrid Z,4550000,Honda,135000,2014,Hybrid
Mira   X Limited,24750000,Daihatsu,61000,2015,Petrol
Vezel   Hybrid Z,5850000,Honda,95000,2015,Hybrid
Corolla,1250000,Toyota,123456,2002,Petrol
V2,1450000,FAW,130000,2017,Petrol
Revo,13300000,Adam,26000,2022,Diesel
Civic   Oriel 1.8 i-VTEC CVT,590000,Honda,90000,2020,Petrol
Sportage   FWD,8350000,KIA,20000,2022,Petrol
Alto   VXR,750000,Suzuki,280000,2005,Petrol
Cultus,1090000,Suzuki,1234,2010,Petrol
Exclusive   LS 0.8,820000,Chevrolet,90000,2005,Petrol
Stonic   EX+,5750000,KIA,14400,2022,Petrol
Cultus   VXR,27250000,Suzuki,42000,2018,Petrol
City 5th Generation  1.3 i-VTEC,39250000,Honda,22000,2021,Petrol
Corolla   GLi 1.3 VVTi,33250000,Toyota,53500,2014,Petrol
Corolla Indus  XE Limited,990000,Toyota,1234,2000,Petrol
City   1.3 i-VTEC,2850000,Honda,139000,2015,Petrol
Corolla   Altis Grande X CVT-i 1.8 Beige Interior,66250000,Toyota,22000,2021,Petrol
Civic   EXi,9790000,Honda,123456,1999,Petrol
Civic Rebirth  VTi Oriel Prosmatec 1.8 i-VTEC,310000,Honda,76000,2013,Petrol
Corolla,1100000,Toyota,15000,2020,Hybrid
Mira   L,3050000,Daihatsu,18000,2018,Petrol
Picanto   1.0 AT,3290000,KIA,14000,2021,Petrol
Hilux   Revo V Automatic 2.8,12600000,Toyota,52000,2021,Diesel
Prado   TX L Package 2.7,27500000,Toyota,78000,2017,Petrol
Land Cruiser 100 Series  VX 4.2D,16500000,Toyota,185193,2004,Diesel
Civic   VTi Prosmatec 1.8 i-VTEC,2630000,Honda,53000,2010,Petrol
City   1.3 i-VTEC Prosmatec,3850000,Honda,72000,2018,Petrol
City   Aspire 1.3 i-VTEC,33950000,Honda,83000,2017,Petrol
Swift   GLX CVT,460000,Suzuki,12000,2022,Petrol
Allure,7290000,Peugeot,27000,2008,Petrol
Yaris   ATIV X CVT 1.5,510000,Toyota,16000,2022,Petrol
Cultus   VXRi,940000,Suzuki,46000,2007,Petrol
Corolla   Altis Automatic 1.6,4950000,Toyota,60000,2020,Petrol
Mehran   VXR,3650000,Suzuki,100000,1992,Petrol
Cuore   CL Eco,880000,Daihatsu,12345,2010,CNG
Passo,250000,Toyota,108000,2011,Petrol
Mehran   VX,650000,Suzuki,80000,2011,Petrol
Swift   DLX 1.3 Navigation,2650000,Suzuki,75000,2018,Petrol
City   1.3 i-VTEC Prosmatec,37650000,Honda,40000,2019,Petrol
Vitz   F 1.0,4150000,Toyota,38000,2019,Petrol
Vitz   F 1.0,3150000,Toyota,84000,2014,Petrol
Alto   VXR,80000,Suzuki,110000,2008,Petrol
Mehran   VX,4650000,Suzuki,12345,2005,Petrol
Swift   GL CVT,430000,Suzuki,32000,2022,Petrol
Corolla   GLi 1.3 VVTi,26850000,Toyota,190000,2013,Petrol
Mehran   VX,360000,Suzuki,9999,1990,Petrol
Hustler   G,3550000,Suzuki,21200,2020,Petrol
Civic   Oriel 1.8 i-VTEC CVT,4650000,Honda,90000,2016,Petrol
Alto   VXL AGS,28990000,Suzuki,2500,2022,Petrol
Mehran   VX,290000,Suzuki,123456,1994,Petrol
Yaris   ATIV X CVT 1.5,5250000,Toyota,4800,2022,Petrol
Mira   X SA lll,36580000,Daihatsu,35000,2020,Petrol
Sportage   AWD,6850000,KIA,43300,2019,Petrol
Sportage   AWD,770000,KIA,44000,2021,Petrol
Civic   1.5 RS Turbo,720000,Honda,29900,2021,Petrol
Vitz   F 1.0,43250000,Toyota,35000,2019,Petrol
HR-V   VTi-S,800000,Honda,3500,2023,Petrol
Glory 580   Pro,61750000,DFSK,15438,2022,Petrol
Civic   Oriel 1.8 i-VTEC CVT,770000,Honda,18500,2021,Petrol
Hilux   Revo Rocco,14700000,Toyota,12000,2022,Diesel
Civic   Oriel 1.8 i-VTEC CVT,52750000,Honda,78000,2018,Petrol
Alto   VXL AGS,2810000,Suzuki,40000,2021,Petrol
Corolla   GLi Automatic 1.6 VVTi,230000,Toyota,140000,2013,Petrol
Spacia   X,1890000,Suzuki,90000,2014,Petrol
Alto   VXR,26850000,Suzuki,11000,2022,Petrol
Mehran   VX Euro II,920000,Suzuki,47230,2013,Petrol
Prius   G Touring Selection Leather Package 1.8,3450000,Toyota,180000,2010,Hybrid
Prius   G Touring Selection Leather Package 1.5,26450000,Toyota,123467,2007,Petrol
Wagon R   VXL,3050000,Suzuki,8900,2022,Petrol
Alsvin   1.5L DCT Lumiere,3650000,Changan,20000,2021,Petrol
Alto   VXL AGS,2740000,Suzuki,19000,2020,Petrol
City   1.3 i-VTEC Prosmatec,38250000,Honda,23500,2019,Petrol
Every Wagon,210000,Suzuki,70000,2019,Petrol
City   1.3 i-VTEC Prosmatec,360000,Honda,37000,2018,Petrol
City   1.3 i-VTEC Prosmatec,38650000,Honda,19000,2019,Petrol
Civic   Oriel 1.8 i-VTEC CVT,440000,Honda,70000,2021,Petrol
Civic   VTi Oriel Prosmatec 1.6,13950000,Honda,158000,2002,Petrol
Corolla   GLi 1.3 VVTi,3580000,Toyota,120000,2016,Petrol
Mehran   VXR Euro II,8850000,Suzuki,85000,2014,Petrol
Lancer   GLX Automatic 1.6,16250000,Mitsubishi,189000,2007,Petrol
Civic   1.8 i-VTEC CVT,66950000,Honda,36000,2020,Petrol
Civic   VTi Oriel Prosmatec 1.8 i-VTEC,3950000,Honda,168891,2015,Petrol
Fortuner   2.7 VVTi,10400000,Toyota,28000,2017,Petrol
Sienta,650000,Toyota,105000,2018,Hybrid
Corolla   Altis X Automatic 1.6,6290000,Toyota,16500,2022,Petrol
Civic   VTi Oriel Prosmatec 1.8 i-VTEC,4350000,Honda,86000,2016,Petrol
Yaris   ATIV X CVT 1.5,480000,Toyota,34000,2021,Petrol
Elantra   GLS,640000,Hyundai,55000,2021,Petrol
Civic   MX (Hybrid),29250000,Honda,94000,2006,Petrol
City   1.3 i-VTEC,2370000,Honda,119343,2011,Petrol
City   1.3 i-VTEC Prosmatec,3650000,Honda,23000,2018,Petrol
City   1.3 i-VTEC Prosmatec,3650000,Honda,24600,2018,Petrol
Glory 580   Pro,630000,DFSK,20000,2022,Petrol
Cultus   VXRi (CNG),1020000,Suzuki,80000,2008,Petrol
Cultus   VXRi,1250000,Suzuki,120000,2009,Petrol
Corolla   Altis Automatic 1.6,42950000,Toyota,57200,2017,Petrol
Corolla   Altis 1.6 X CVT-i Special Edition,7550000,Toyota,41,2023,Petrol
Baleno   JXL,1150000,Suzuki,150000,2004,Petrol
Every 11th Generation (JDM)  Join Turbo,2590000,Suzuki,135000,2017,Petrol
Corolla,2980000,Toyota,100000,2005,Petrol
Bolan,1510000,Suzuki,1900,2020,Petrol
Vitz   F Limited II 1.0,3150000,Toyota,81000,2014,Petrol
Santro   Plus,6950000,Hyundai,123467,2000,Petrol
Corolla   XLi VVTi,3920000,Toyota,63000,2018,Petrol
Swift   DLX 1.3,230000,Suzuki,100000,2014,Petrol
Prius,40650000,Toyota,122150,2013,Hybrid
Civic Eagle Eye  VTi Oriel UG Prosmatec 1.6,1650000,Honda,130000,2005,Petrol
Civic   Oriel 1.8 i-VTEC CVT,510000,Honda,220000,2018,Petrol
Alto   VXL AGS,290000,Suzuki,15000,2022,Petrol
Vitz   F 1.0,39950000,Toyota,55000,2018,Petrol
Cultus   EURO II,1480000,Suzuki,11500,2015,Petrol
Picanto   1.0 AT,30950000,KIA,38000,2020,Petrol
Tucson   AWD A/T Ultimate,950000,Hyundai,6000,2023,Petrol
Passo   X S,430000,Toyota,183000,2020,Petrol
City   i-DSI,160000,Honda,100000,2008,Petrol
Civic   VTi Oriel Prosmatec 1.8 i-VTEC,2650000,Honda,100000,2011,Petrol
Sportage   AWD,6950000,KIA,34000,2019,Petrol
Yaris   GLI MT 1.3,410000,Toyota,17000,2022,Petrol
Passo   X G Package,2950000,Toyota,113000,2015,Petrol
City 5th Generation  1.3 i-VTEC Prosmatec,38250000,Honda,67000,2019,Petrol
Mehran,13950000,Suzuki,98000,2019,Petrol
Vitz   F M Package 1.0,220000,Toyota,270000,2011,Petrol
Civic   VTi Oriel Prosmatec 1.6,130000,Honda,188000,2002,Petrol
Cultus   VXR,2510000,Suzuki,114000,2019,Petrol
City 6th Generation  1.5L ASPIRE CVT,5250000,Honda,27000,2022,Petrol
Cultus   VXRi,1250000,Suzuki,85000,2012,Petrol
Hilux   Double Cab,2750000,Toyota,159870,1998,Diesel
Revo,970000,Adam,90000,2018,Diesel
Civic   Oriel 1.8 i-VTEC CVT,54750000,Honda,58000,2018,Petrol
Corolla   Altis Grande CVT-i 1.8,49250000,Toyota,51000,2018,Petrol
Corolla   GLi 1.3 VVTi,300000,Toyota,120000,2016,Petrol
FX   GA,260000,Suzuki,123,1987,Petrol
Corolla   XLi,1550000,Toyota,111111,2007,Petrol
Corolla   Altis Grande X CVT-i 1.8 Black Interior,770000,Toyota,3500,2022,Petrol
Corolla   GLi 1.3 VVTi,220000,Toyota,210000,2011,Petrol
Land Cruiser   AX G Selection,4100000,Toyota,32000,2017,Petrol
Mira   ES,2280000,Daihatsu,113000,2017,Petrol
Every,260000,Suzuki,37000,2019,Petrol
Vezel   Hybrid Z,5150000,Honda,1,2015,Hybrid
Corolla   Altis Grande 1.8,400000,Toyota,120000,2016,Petrol
Q2 1st Generation  1.0 TFSI Exclusive Line,750000,Audi,74000,2017,Petrol
City   1.3 i-VTEC,2350000,Honda,125000,2009,Petrol
Yaris   ATIV X CVT 1.5,5150000,Toyota,13000,2022,Petrol
Yaris   ATIV CVT 1.3,440000,Toyota,35000,2021,Petrol
Prado   TZ G 4.0,20500000,Toyota,92228,2010,Petrol
A4   1.4 TFSI,12500000,Audi,77959,2017,Petrol
Civic Eagle Eye  EXi,150000,Honda,143000,2005,Petrol
A5   1.4 TFSI Sportback,1700000,Audi,39000,2018,Petrol
Corolla   XLi,1650000,Toyota,200000,2006,Petrol
Corolla   Altis X Automatic 1.6,540000,Toyota,24000,2022,Petrol
Civic   VTi Oriel Prosmatec 1.6,140000,Honda,285521,2004,Petrol
Every Wagon,2130000,Suzuki,70000,2019,Petrol
Ravi   Euro II,960000,Suzuki,56000,2017,Petrol
Lancer   GLX Automatic 1.3,11850000,Mitsubishi,1234,2005,Petrol
Civic,2050000,Honda,125000,2007,Petrol
Mehran   VXR Euro II,13850000,Suzuki,56000,2018,Petrol
Corolla   GLi 1.3 VVTi,210000,Toyota,83000,2010,Petrol
City   i-DSI,180000,Honda,600000,2008,Petrol
Vitz   B S Edition 1.0,18450000,Toyota,124567,2006,Petrol
Mira   TX Special,1850000,Daihatsu,165000,2015,Petrol
BR-V   i-VTEC S,470000,Honda,57000,2019,Petrol
